project,geo,samplingdate,Region,seroprev_est,seroprev_lo95,seroprev_hi95,sero_denom,miss_denom,ab_target,interpretation,adjust_assay,adjust_pop
CBS,ON,7/20/2022,Eastern,0.525,0.5101,0.5399,4177,0,N,infection-induced,1,1
CBS,ON,7/28/2022,Eastern,0.5334,0.517,0.5498,3249,0,N,infection-induced,1,1
CBS,ON,8/4/2022,Eastern,0.5475,0.531,0.564,3343,0,N,infection-induced,1,1
CBS,ON,8/12/2022,Eastern,0.5505,0.5365,0.5646,4210,0,N,infection-induced,1,1
CBS,ON,8/20/2022,Eastern,0.5646,0.5506,0.5785,3343,0,N,infection-induced,1,1
CBS,ON,8/28/2022,Eastern,0.5785,0.5642,0.5929,4225,0,N,infection-induced,1,1
CBS,ON,9/4/2022,Eastern,0.5756,0.5601,0.5911,3304,0,N,infection-induced,1,1
CBS,ON,9/11/2022,Eastern,0.6237,0.6081,0.6392,3073,0,N,infection-induced,1,1
CBS,ON,9/20/2022,Eastern,0.6052,0.5915,0.6189,4042,0,N,infection-induced,1,1
CBS,ON,9/27/2022,Eastern,0.7438,0.6154,0.6461,3201,0,N,infection-induced,1,1
CBS,ON,10/4/2022,Eastern,0.6317,0.6166,0.6468,3389,0,N,infection-induced,1,1
CBS,ON,10/11/2022,Eastern,0.6504,0.6356,0.6653,3746,0,N,infection-induced,1,1
CBS,ON,10/20/2022,Eastern,0.6542,0.6386,0.6697,3261,0,N,infection-induced,1,1
CBS,ON,10/28/2022,Eastern,0.6738,0.5542,0.6868,4496,0,N,infection-induced,1,1
CBS,ON,11/4/2022,Eastern,0.6876,0.6703,0.7049,2679,0,N,infection-induced,1,1
CBS,ON,11/11/2022,Eastern,0.628,0.5706,0.6853,384,0,N,infection-induced,1,1
CBS,ON,11/20/2022,Eastern,0.6937,0.6795,0.7079,3939,0,N,infection-induced,1,1
CBS,ON,11/27/2022,Eastern,0.6998,0.6857,0.7139,3870,0,N,infection-induced,1,1
CBS,ON,12/4/2022,Eastern,0.6901,0.6741,0.706,3310,0,N,infection-induced,1,1
CBS,ON,12/11/2022,Eastern,0.7214,0.7088,0.734,4959,0,N,infection-induced,1,1
CBS,ON,12/20/2022,Eastern,0.7163,0.7024,0.7301,3797,0,N,infection-induced,1,1
CBS,ON,12/27/2022,Eastern,0.7355,0.7207,0.7503,3034,0,N,infection-induced,1,1
CBS,ON,1/4/2023,Eastern,0.7622,0.7487,0.7758,3413,0,N,infection-induced,1,1
CBS,ON,1/11/2023,Eastern,0.7529,0.7403,0.7656,3847,0,N,infection-induced,1,1
CBS,ON,1/20/2023,Eastern,0.7601,0.7481,0.7721,4041,0,N,infection-induced,1,1
CBS,ON,1/27/2023,Eastern,0.7798,0.8126,0.8471,2856,0,N,infection-induced,1,1
CBS,ON,2/4/2023,Eastern,0.7819,0.7686,0.7952,3405,0,N,infection-induced,1,1
CBS,ON,2/11/2023,Eastern,0.7605,0.7467,0.7744,3258,0,N,infection-induced,1,1
CBS,ON,2/18/2023,Eastern,0.7599,0.7462,0.7736,3439,0,N,infection-induced,1,1
CBS,ON,2/25/2023,Eastern,0.7665,0.7549,0.7782,4743,0,N,infection-induced,1,1
CBS,ON,3/4/2023,Eastern,0.7694,0.7531,0.7857,2747,0,N,infection-induced,1,1
CBS,ON,3/11/2023,Eastern,0.7857,0.7734,0.798,4222,0,N,infection-induced,1,1
CBS,ON,3/18/2023,Eastern,0.7935,0.7795,0.8076,3157,0,N,infection-induced,1,1
CBS,ON,3/26/2023,Eastern,0.7818,0.7702,0.7935,4470,0,N,infection-induced,1,1
CBS,ON,4/4/2023,Eastern,0.7692,0.755,0.7833,3203,0,N,infection-induced,1,1
CBS,ON,4/11/2023,Eastern,0.7745,0.7608,0.7882,3429,0,N,infection-induced,1,1
CBS,ON,4/18/2023,Eastern,0.7914,0.7793,0.8036,4064,0,N,infection-induced,1,1
CBS,ON,4/26/2023,Eastern,0.7904,0.7789,0.8019,4486,0,N,infection-induced,1,1
CBS,ON,5/4/2023,Eastern,0.8007,0.7872,0.8143,3187,0,N,infection-induced,1,1
CBS,ON,5/11/2023,Eastern,0.7816,0.7683,0.7949,3246,0,N,infection-induced,1,1
CBS,ON,5/18/2023,Eastern,0.7938,0.7813,0.8063,3443,0,N,infection-induced,1,1
CBS,ON,5/27/2023,Eastern,0.7944,0.783,0.8059,4307,0,N,infection-induced,1,1
CBS,ON,6/4/2023,Eastern,0.7933,0.78,0.8066,3642,0,N,infection-induced,1,1
CBS,ON,6/11/2023,Eastern,0.8082,0.7959,0.8206,3765,0,N,infection-induced,1,1
CBS,ON,6/18/2023,Eastern,0.7883,0.774,0.8025,3205,0,N,infection-induced,1,1
CBS,ON,6/27/2023,Eastern,0.7891,0.7777,0.8004,4851,0,N,infection-induced,1,1
CBS,ON,7/4/2023,Eastern,0.7842,0.7702,0.7983,3403,0,N,infection-induced,1,1
CBS,ON,7/11/2023,Eastern,0.7928,0.7807,0.805,4108,0,N,infection-induced,1,1
CBS,ON,7/18/2023,Eastern,0.7964,0.7827,0.8101,3269,0,N,infection-induced,1,1
CBS,ON,7/27/2023,Eastern,0.8146,0.8037,0.8256,4600,0,N,infection-induced,1,1
CBS,ON,8/4/2023,Eastern,0.7922,0.7794,0.8049,3819,0,N,infection-induced,1,1
CBS,ON,8/11/2023,Eastern,0.7821,0.7688,0.7954,3497,0,N,infection-induced,1,1
CBS,ON,8/18/2023,Eastern,0.7816,0.7676,0.7957,3275,0,N,infection-induced,1,1
CBS,ON,8/27/2023,Eastern,0.7774,0.7654,0.7895,4386,0,N,infection-induced,1,1
CBS,ON,9/4/2023,Eastern,0.7866,0.7734,0.7998,3316,0,N,infection-induced,1,1
CBS,ON,9/11/2023,Eastern,0.7841,0.7699,0.7983,3022,0,N,infection-induced,1,1
CBS,ON,9/18/2023,Eastern,0.7953,0.783,0.8076,3591,0,N,infection-induced,1,1
CBS,ON,9/27/2023,Eastern,0.7992,0.7882,0.8103,4380,0,N,infection-induced,1,1
CBS,ON,10/4/2023,Eastern,0.81,0.8,0.82,4014,0,N,infection-induced,1,1
CBS,ON,10/11/2023,Eastern,0.8057,0.7932,0.8181,3798,0,N,infection-induced,1,1
CBS,ON,10/18/2023,Eastern,0.8,0.79,0.82,3265,0,N,infection-induced,1,1
CBS,ON,10/27/2023,Eastern,0.8,0.79,0.81,4399,0,N,infection-induced,1,1
CBS,ON,11/4/2023,Eastern,0.8313,0.8197,0.843,3453,0,N,infection-induced,1,1
CBS,ON,11/11/2023,Eastern,0.8171,0.8048,0.8293,3304,0,N,infection-induced,1,1
CBS,ON,11/18/2023,Eastern,0.8171,0.8049,0.8293,3250,0,N,infection-induced,1,1
CBS,ON,11/27/2023,Eastern,0.8554,0.7669,0.944,74,0,N,infection-induced,1,1
CBS,ON,12/4/2023,Eastern,0.813,0.801,0.825,3358,0,N,infection-induced,1,1
CBS,ON,12/11/2023,Eastern,0.8217,0.81,0.8334,3473,0,N,infection-induced,1,1
CBS,ON,12/18/2023,Eastern,0.8314,0.8195,0.8433,3082,0,N,infection-induced,1,1
CBS,ON,12/27/2023,Eastern,0.8294,0.8174,0.8415,3078,0,N,infection-induced,1,1
CBS,ON,1/14/2021,Eastern,0.0228,0.0203,0.0252,13616,0,S,induced by either,1,1
CBS,ON,3/6/2021,Eastern,0.106,0.1,0.113,8015,0,S,induced by either,1,1
CBS,ON,4/21/2021,Eastern,0.2926,0.2827,0.3024,7777,0,S,induced by either,1,1
CBS,ON,5/28/2021,Eastern,0.656,0.6457,0.6663,8026,0,S,induced by either,1,1
CBS,ON,6/21/2021,Eastern,0.9099,0.9035,0.9163,6983,0,S,induced by either,1,1
CBS,ON,7/18/2021,Eastern,0.9564,0.9494,0.9634,2500,0,S,induced by either,1,1
CBS,ON,8/20/2021,Eastern,0.9648,0.9586,0.971,3155,0,S,induced by either,1,1
CBS,ON,9/19/2021,Eastern,0.9737,0.9681,0.9792,3107,0,S,induced by either,1,1
CBS,ON,10/18/2021,Eastern,0.9805,0.9756,0.9855,1408,0,S,induced by either,1,1
CBS,ON,11/18/2021,Eastern,1,1,1,1277,0,S,induced by either,1,1
CBS,ON,12/22/2021,Eastern,0.9849,0.9814,0.9884,7178,0,S,induced by either,1,1
CBS,ON,1/15/2022,Eastern,0.998,0.9886,0.9931,13085,0,S,induced by either,1,1
CBS,ON,2/14/2022,Eastern,0.9967,0.9947,0.9987,13633,0,S,induced by either,1,1
CBS,ON,3/16/2022,Eastern,0.9944,0.9921,1,10829,0,S,induced by either,1,1
CBS,ON,4/15/2022,Eastern,0.9963,0.9942,0.9983,14103,0,S,induced by either,1,1
CBS,ON,5/15/2022,Eastern,1,0.9998,1,14137,0,S,induced by either,1,1
CBS,ON,6/15/2022,Eastern,1,0.9996,1,14562,0,S,induced by either,1,1
CBS,ON,7/16/2022,Eastern,1,1,1,14936,0,S,induced by either,1,1
CBS,ON,8/15/2022,Eastern,1,1,1,15962,0,S,induced by either,1,1
CBS,ON,9/15/2022,Eastern,1,1,1,13910,0,S,induced by either,1,1
CBS,ON,10/15/2022,Eastern,1,1,1,14704,0,S,induced by either,1,1
CBS,ON,11/15/2022,Eastern,1,1,1,304,0,S,induced by either,1,1
CBS,ON,12/15/2022,Eastern,1,1,1,1297,0,S,induced by either,1,1
CBS,ON,1/15/2023,Eastern,1,1,1,1086,0,S,induced by either,1,1
CBS,ON,2/14/2023,Eastern,1,1,1,14701,0,S,induced by either,1,1
CBS,ON,3/15/2023,Eastern,1,1,1,14596,0,S,induced by either,1,1
CBS,ON,4/15/2023,Eastern,1,1,1,15181,0,S,induced by either,1,1
CBS,ON,5/15/2023,Eastern,1,1,1,1025,0,S,induced by either,1,1
CBS,ON,6/15/2023,Eastern,1,1,1,1047,0,S,induced by either,1,1
CBS,ON,7/15/2023,Eastern,1,1,1,1018,0,S,induced by either,1,1
CBS,ON,8/15/2023,Eastern,1,1,1,1304,0,S,induced by either,1,1
CBS,ON,9/15/2023,Eastern,1,1,1,14268,0,S,induced by either,1,1
CBS,ON,10/15/2023,Eastern,1,1,1,15476,0,S,induced by either,1,1
CBS,ON,11/15/2023,Eastern,1,1,1,13568,0,S,induced by either,1,1
CBS,ON,12/15/2023,Eastern,1,1,1,12991,0,S,induced by either,1,1
CCAHS,ON,2/1/2021,Eastern,0.025,0.011,0.044,175,1,N,infection-induced,NA,NA
CCAHS,ON,4/24/2022,Eastern,0.4623,0.4264,0.4982,1140,0,N,infection-induced,NA,NA
CCAHS,ON,6/3/2022,Eastern,0.5583,0.5221,0.5946,1179,0,N,infection-induced,NA,NA
CCAHS,ON,6/28/2022,Eastern,0.561,0.5278,0.5941,1152,0,N,infection-induced,NA,NA
CCAHS,ON,2/1/2021,Eastern,0.033,0.016,0.055,322,1,S,induced by either,NA,NA
CLSA,ON,12/1/2020,Eastern,0.051,NA,NA,200,1,S,induced by either,NA,NA
CLSA,ON,3/16/2021,Eastern,0.308,NA,NA,200,1,S,induced by either,NA,NA
CLSA,ON,7/1/2021,Eastern,0.852,NA,NA,200,1,S,induced by either,NA,NA
CNPTH,ON,3/15/2021,Eastern,0.021,NA,NA,141,0,N,infection-induced,0,0
CNPTH,ON,4/15/2021,Eastern,0.024,NA,NA,2039,0,N,infection-induced,0,0
CNPTH,ON,5/15/2021,Eastern,0.02,NA,NA,3407,0,N,infection-induced,0,0
CNPTH,ON,6/15/2021,Eastern,0.022,NA,NA,4168,0,N,infection-induced,0,0
CNPTH,ON,8/1/2021,Eastern,0.0161,NA,NA,184,0,N,infection-induced,0,0
CNPTH,ON,10/1/2021,Eastern,0.08,NA,NA,454,0,N,infection-induced,0,0
CNPTH,ON,11/15/2021,Eastern,0.1,NA,NA,299,0,N,infection-induced,0,0
CNPTH,ON,12/7/2021,Eastern,0.045,NA,NA,67,0,N,infection-induced,0,0
CNPTH,ON,12/22/2021,Eastern,0.105,NA,NA,19,0,N,infection-induced,0,0
CNPTH,ON,2/15/2022,Eastern,0.156,NA,NA,32,0,N,infection-induced,0,0
CNPTH,ON,3/15/2022,Eastern,0.213,NA,NA,2540,0,N,infection-induced,0,0
CNPTH,ON,4/15/2022,Eastern,0.237,NA,NA,1369,0,N,infection-induced,0,0
CNPTH,ON,5/15/2022,Eastern,0.247,NA,NA,2129,0,N,infection-induced,0,0
CNPTH,ON,6/15/2022,Eastern,0.265,NA,NA,1645,0,N,infection-induced,0,0
CNPTH,ON,8/1/2022,Eastern,0.327731092,NA,NA,119,0,N,infection-induced,0,0
CNPTH,ON,3/15/2021,Eastern,0.191,NA,NA,141,0,S,induced by either,0,0
CNPTH,ON,4/15/2021,Eastern,0.473,NA,NA,2039,0,S,induced by either,0,0
CNPTH,ON,5/15/2021,Eastern,0.768,NA,NA,3407,0,S,induced by either,0,0
CNPTH,ON,6/15/2021,Eastern,0.795,NA,NA,4168,0,S,induced by either,0,0
CNPTH,ON,8/1/2021,Eastern,0.9076,NA,NA,184,0,S,induced by either,0,0
CNPTH,ON,10/1/2021,Eastern,0.978,NA,NA,454,0,S,induced by either,0,0
CNPTH,ON,11/15/2021,Eastern,0.983,NA,NA,299,0,S,induced by either,0,0
CNPTH,ON,12/7/2021,Eastern,0.955,NA,NA,67,0,S,induced by either,0,0
CNPTH,ON,12/22/2021,Eastern,0.947,NA,NA,19,0,S,induced by either,0,0
CNPTH,ON,1/15/2022,Eastern,1,NA,NA,2,0,S,induced by either,0,0
CNPTH,ON,2/15/2022,Eastern,0.969,NA,NA,32,0,S,induced by either,0,0
CNPTH,ON,3/15/2022,Eastern,0.992,NA,NA,2540,0,S,induced by either,0,0
CNPTH,ON,4/15/2022,Eastern,0.992,NA,NA,1369,0,S,induced by either,0,0
CNPTH,ON,5/15/2022,Eastern,0.988,NA,NA,2129,0,S,induced by either,0,0
CNPTH,ON,6/15/2022,Eastern,0.985,NA,NA,1645,0,S,induced by either,0,0
CNPTH,ON,7/15/2022,Eastern,0.991,NA,NA,116,0,S,induced by either,0,0
CNPTH,ON,8/15/2022,Eastern,1,NA,NA,3,0,S,induced by either,0,0
JHA,ON,1/31/2021,Eastern,0.055,NA,NA,2762,0,N,infection-induced,0,1
JHA,ON,1/29/2022,Eastern,0.28,0.251,0.309,939,0,N,infection-induced,0,1
JHA,ON,5/31/2020,Eastern,0.0313,NA,NA,6014,0,S,induced by either,0,1
JHA,ON,7/1/2020,Eastern,0.026,NA,NA,3802,0,S,induced by either,0,1
PHO,ON,4/13/2020,Eastern,0.006,NA,NA,827,0,N,infection-induced,1,1
PHO,ON,5/17/2020,Eastern,0.019,NA,NA,1061,0,N,infection-induced,1,1
PHO,ON,6/17/2020,Eastern,0.015,NA,NA,7023,0,N,infection-induced,1,1
PHO,ON,7/18/2020,Eastern,0.0139,NA,NA,7001,0,N,infection-induced,1,1
PHO,ON,8/11/2020,Eastern,0.0156,NA,NA,5764,0,N,infection-induced,1,1
ANTE,PE,11/25/2020,Atlantic,0.0111,NA,NA,200,1,N,infection-induced,NA,1
CBS,PE,6/14/2020,Atlantic,4.00E-04,0,0.0042,703,0,N,infection-induced,1,1
CBS,PE,10/21/2020,Atlantic,0,0,0,307,0,N,infection-induced,1,1
CBS,PE,11/16/2020,Atlantic,0,0,0,201,0,N,infection-induced,1,1
CBS,PE,12/16/2020,Atlantic,0,0,0,208,0,N,infection-induced,1,1
CBS,PE,1/14/2021,Atlantic,0,0,0,318,0,N,infection-induced,1,1
CBS,PE,3/6/2021,Atlantic,0,0,0,150,0,N,infection-induced,1,1
CBS,PE,4/21/2021,Atlantic,0,0,0,211,0,N,infection-induced,1,1
CBS,PE,5/28/2021,Atlantic,0,0,0,136,0,N,infection-induced,1,1
CBS,PE,6/21/2021,Atlantic,0,0,0,178,0,N,infection-induced,1,1
CBS,PE,7/18/2021,Atlantic,0,0,0,88,0,N,infection-induced,1,1
CBS,PE,8/20/2021,Atlantic,0.0043,0,0.0264,121,0,N,infection-induced,1,1
CBS,PE,9/19/2021,Atlantic,0,0,0,116,0,N,infection-induced,1,1
CBS,PE,10/18/2021,Atlantic,0,0,0,159,0,N,infection-induced,1,1
CBS,PE,11/18/2021,Atlantic,0.0163,0,0.0541,120,0,N,infection-induced,1,1
CBS,PE,12/22/2021,Atlantic,0,0,0,134,0,N,infection-induced,1,1
CBS,PE,1/4/2022,Atlantic,0.0114,0,0.0407,139,0,N,infection-induced,1,1
CBS,PE,1/12/2022,Atlantic,0.009,0,0.0457,77,0,N,infection-induced,1,1
CBS,PE,1/20/2022,Atlantic,0.0142,0,0.0368,94,0,N,infection-induced,1,1
CBS,PE,1/28/2022,Atlantic,0.019,0,0.04,113,0,N,infection-induced,1,1
CBS,PE,2/4/2022,Atlantic,0.1136,0.051,0.2221,47,0,N,infection-induced,1,1
CBS,PE,2/11/2022,Atlantic,0.0744,0,0.1589,46,0,N,infection-induced,1,1
CBS,PE,2/18/2022,Atlantic,0.0237,0,0.1007,25,0,N,infection-induced,1,1
CBS,PE,2/25/2022,Atlantic,0.0105,0,0.048,33,0,N,infection-induced,1,1
CBS,PE,3/4/2022,Atlantic,0,0,0,53,0,N,infection-induced,1,1
CBS,PE,3/11/2022,Atlantic,0.2128,0.0424,0.3832,23,0,N,infection-induced,1,1
CBS,PE,3/19/2022,Atlantic,0.1776,0,0.1857,17,0,N,infection-induced,1,1
CBS,PE,3/27/2022,Atlantic,0.084,0.0033,0.1648,17,0,N,infection-induced,1,1
CBS,PE,4/4/2022,Atlantic,0.2084,0.0638,0.353,47,0,N,infection-induced,1,1
CBS,PE,4/11/2022,Atlantic,0.3464,0.195,0.4978,48,0,N,infection-induced,1,1
CBS,PE,4/20/2022,Atlantic,0.4197,0.2893,0.5501,68,0,N,infection-induced,1,1
CBS,PE,4/27/2022,Atlantic,0.3453,0.2014,0.4893,57,0,N,infection-induced,1,1
CBS,PE,5/4/2022,Atlantic,0.2136,0.0806,0.3465,59,0,N,infection-induced,1,1
CBS,PE,5/11/2022,Atlantic,0.4262,0.2694,0.5831,63,0,N,infection-induced,1,1
CBS,PE,5/20/2022,Atlantic,0.4433,0.2351,0.6514,14,0,N,infection-induced,1,1
CBS,PE,5/28/2022,Atlantic,0.2928,0.1592,0.4264,66,0,N,infection-induced,1,1
CBS,PE,6/4/2022,Atlantic,0.4383,0,0.8928,5,0,N,infection-induced,1,1
CBS,PE,6/11/2022,Atlantic,0.4664,0.3683,0.5446,108,0,N,infection-induced,1,1
CBS,PE,6/20/2022,Atlantic,0.4826,0.267,0.6982,26,0,N,infection-induced,1,1
CBS,PE,6/27/2022,Atlantic,0.5485,0.4068,0.6903,55,0,N,infection-induced,1,1
CBS,PE,7/4/2022,Atlantic,0.4828,0.3249,0.6407,80,0,N,infection-induced,1,1
CBS,PE,7/12/2022,Atlantic,0.4887,0.4844,0.6116,124,0,N,infection-induced,1,1
CBS,PE,7/20/2022,Atlantic,0.4621,0.3124,0.6117,78,0,N,infection-induced,1,1
CBS,PE,7/28/2022,Atlantic,0.5329,0.3287,0.7371,45,0,N,infection-induced,1,1
CBS,PE,8/4/2022,Atlantic,0.3663,0.2263,0.5063,67,0,N,infection-induced,1,1
CBS,PE,8/12/2022,Atlantic,0.5897,0.4253,0.754,52,0,N,infection-induced,1,1
CBS,PE,8/20/2022,Atlantic,0.6351,0.4177,0.8526,67,0,N,infection-induced,1,1
CBS,PE,8/28/2022,Atlantic,0.604,0.5033,0.7046,132,0,N,infection-induced,1,1
CBS,PE,9/4/2022,Atlantic,0.5338,0.2311,0.8406,3,0,N,infection-induced,1,1
CBS,PE,9/11/2022,Atlantic,0.7504,0.6439,0.5868,20,0,N,infection-induced,1,1
CBS,PE,9/20/2022,Atlantic,0.6072,0.4962,0.7182,52,0,N,infection-induced,1,1
CBS,PE,9/27/2022,Atlantic,0.58,0.2512,1,1,0,N,infection-induced,1,1
CBS,PE,10/4/2022,Atlantic,0.6734,0.5338,0.813,93,0,N,infection-induced,1,1
CBS,PE,10/11/2022,Atlantic,0.6217,0.4696,0.7738,86,0,N,infection-induced,1,1
CBS,PE,10/20/2022,Atlantic,0.66,0.5218,0.8163,82,0,N,infection-induced,1,1
CBS,PE,10/28/2022,Atlantic,0.65,0.5136,0.7981,81,0,N,infection-induced,1,1
CBS,PE,11/4/2022,Atlantic,0.7081,0.5729,0.8434,98,0,N,infection-induced,1,1
CBS,PE,11/11/2022,Atlantic,0.6612,0.5092,0.8132,101,0,N,infection-induced,1,1
CBS,PE,11/20/2022,Atlantic,0.6791,0.5195,0.8387,66,0,N,infection-induced,1,1
CBS,PE,11/27/2022,Atlantic,0.5698,0.3212,0.8185,30,0,N,infection-induced,1,1
CBS,PE,12/4/2022,Atlantic,0.7308,0.5924,0.8692,40,0,N,infection-induced,1,1
CBS,PE,12/11/2022,Atlantic,0.7783,0.6906,0.866,88,0,N,infection-induced,1,1
CBS,PE,12/20/2022,Atlantic,0.7282,0.6235,0.8329,101,0,N,infection-induced,1,1
CBS,PE,12/27/2022,Atlantic,0.712,0.5273,0.8967,40,0,N,infection-induced,1,1
CBS,PE,1/4/2023,Atlantic,0.7638,0.659,0.8686,73,0,N,infection-induced,1,1
CBS,PE,1/11/2023,Atlantic,0.5632,0.3148,0.8116,20,0,N,infection-induced,1,1
CBS,PE,1/20/2023,Atlantic,0.8395,0.6879,0.991,17,0,N,infection-induced,1,1
CBS,PE,1/27/2023,Atlantic,0.7815,0.7798,0.8064,52,0,N,infection-induced,1,1
CBS,PE,2/4/2023,Atlantic,0.7299,0.586,0.8739,17,0,N,infection-induced,1,1
CBS,PE,2/11/2023,Atlantic,0.8373,0.7289,0.9456,23,0,N,infection-induced,1,1
CBS,PE,2/18/2023,Atlantic,0.6907,0.5353,0.8462,25,0,N,infection-induced,1,1
CBS,PE,2/25/2023,Atlantic,0.8535,0.7796,0.9274,82,0,N,infection-induced,1,1
CBS,PE,3/4/2023,Atlantic,0.9508,0.8921,1,21,0,N,infection-induced,1,1
CBS,PE,3/11/2023,Atlantic,0.8284,0.6966,0.9602,12,0,N,infection-induced,1,1
CBS,PE,3/18/2023,Atlantic,0.5943,0.1473,1,1,0,N,infection-induced,1,1
CBS,PE,3/26/2023,Atlantic,0.842,0.7427,0.9413,29,0,N,infection-induced,1,1
CBS,PE,4/4/2023,Atlantic,0.5822,0.3816,0.7828,18,0,N,infection-induced,1,1
CBS,PE,4/11/2023,Atlantic,0.7069,0.5615,0.8523,19,0,N,infection-induced,1,1
CBS,PE,4/18/2023,Atlantic,0.9292,0.822611,1,7,0,N,infection-induced,1,1
CBS,PE,4/26/2023,Atlantic,0.8103,0.8348,0.9671,38,0,N,infection-induced,1,1
CBS,PE,5/4/2023,Atlantic,0.7573,0.6302,0.8844,35,0,N,infection-induced,1,1
CBS,PE,5/11/2023,Atlantic,0.7378,0.5922,0.8835,27,0,N,infection-induced,1,1
CBS,PE,5/18/2023,Atlantic,0.9377,0.8456,1,14,0,N,infection-induced,1,1
CBS,PE,5/27/2023,Atlantic,0.7387,0.6264,0.851,31,0,N,infection-induced,1,1
CBS,PE,6/4/2023,Atlantic,0.3972,0,0.9551,2,0,N,infection-induced,1,1
CBS,PE,6/18/2023,Atlantic,0.7787,0.6956,0.8617,62,0,N,infection-induced,1,1
CBS,PE,6/27/2023,Atlantic,0.8545,0.7688,0.9402,33,0,N,infection-induced,1,1
CBS,PE,7/4/2023,Atlantic,0.8506,0.747,0.9543,54,0,N,infection-induced,1,1
CBS,PE,7/11/2023,Atlantic,0.8075,0.6275,0.9876,20,0,N,infection-induced,1,1
CBS,PE,7/18/2023,Atlantic,0.8136,0.6937,0.9336,43,0,N,infection-induced,1,1
CBS,PE,7/27/2023,Atlantic,0.802,0.7012,0.9027,63,0,N,infection-induced,1,1
CBS,PE,8/4/2023,Atlantic,0.7709,0.6457,0.8961,34,0,N,infection-induced,1,1
CBS,PE,8/11/2023,Atlantic,0.797,0.6639,0.9301,35,0,N,infection-induced,1,1
CBS,PE,8/18/2023,Atlantic,0.8025,0.7056,0.8994,63,0,N,infection-induced,1,1
CBS,PE,8/27/2023,Atlantic,0.567,0.3628,0.7712,21,0,N,infection-induced,1,1
CBS,PE,9/4/2023,Atlantic,0.7864,0.6605,0.9123,54,0,N,infection-induced,1,1
CBS,PE,9/11/2023,Atlantic,0.7454,0.62,0.8708,61,0,N,infection-induced,1,1
CBS,PE,9/18/2023,Atlantic,0.8457,0.6368,1,12,0,N,infection-induced,1,1
CBS,PE,9/27/2023,Atlantic,0.8249,0.7285,0.9214,76,0,N,infection-induced,1,1
CBS,PE,10/4/2023,Atlantic,0.94,0.86,1,46,0,N,infection-induced,1,1
CBS,PE,10/11/2023,Atlantic,0.8395,0.7312,0.9478,52,0,N,infection-induced,1,1
CBS,PE,10/18/2023,Atlantic,0.84,0.64,1,8,0,N,infection-induced,1,1
CBS,PE,10/27/2023,Atlantic,0.78,0.67,0.88,79,0,N,infection-induced,1,1
CBS,PE,11/4/2023,Atlantic,0.897,0.8079,0.986,56,0,N,infection-induced,1,1
CBS,PE,11/11/2023,Atlantic,0.9024,0.8004,1,39,0,N,infection-induced,1,1
CBS,PE,11/18/2023,Atlantic,0.76,0.5954,0.9246,35,0,N,infection-induced,1,1
CBS,PE,11/27/2023,Atlantic,0.8593,0.8266,0.892,501,0,N,infection-induced,1,1
CBS,PE,12/4/2023,Atlantic,0.6901,0.3428,1,7,0,N,infection-induced,1,1
CBS,PE,12/11/2023,Atlantic,0.847,0.6409,1,18,0,N,infection-induced,1,1
CBS,PE,12/18/2023,Atlantic,0.8331,0.7495,0.9167,109,0,N,infection-induced,1,1
CBS,PE,12/27/2023,Atlantic,0.7822,0.685,0.8795,93,0,N,infection-induced,1,1
CBS,PE,1/14/2021,Atlantic,0.0337,0.0053,0.0621,301,0,S,induced by either,1,1
CBS,PE,3/6/2021,Atlantic,0.0633,0.011,0.116,150,0,S,induced by either,1,1
CBS,PE,4/21/2021,Atlantic,0.1755,0.0958,0.2552,211,0,S,induced by either,1,1
CBS,PE,5/28/2021,Atlantic,0.4275,0.3244,0.5306,136,0,S,induced by either,1,1
CBS,PE,6/21/2021,Atlantic,0.8485,0.7703,0.9267,178,0,S,induced by either,1,1
CBS,PE,7/18/2021,Atlantic,0.9874,0.9421,1.0327,88,0,S,induced by either,1,1
CBS,PE,8/20/2021,Atlantic,0.9749,0.9216,1,121,0,S,induced by either,1,1
CBS,PE,9/19/2021,Atlantic,0.981,0.9327,1,116,0,S,induced by either,1,1
CBS,PE,10/18/2021,Atlantic,0.9902,0.9501,1,1576,0,S,induced by either,1,1
CBS,PE,11/18/2021,Atlantic,0.975,0.9236,1,1421,0,S,induced by either,1,1
CBS,PE,12/22/2021,Atlantic,0.9991,0.9755,1,134,0,S,induced by either,1,1
CBS,PE,1/15/2022,Atlantic,0.9944,0.9748,1,400,0,S,induced by either,1,1
CBS,PE,2/14/2022,Atlantic,0.994,0.973,1,140,0,S,induced by either,1,1
CBS,PE,3/16/2022,Atlantic,0.9917,0.9677,1,109,0,S,induced by either,1,1
CBS,PE,4/15/2022,Atlantic,0.9978,0.9794,1,203,0,S,induced by either,1,1
CBS,PE,5/15/2022,Atlantic,0.9964,0.9767,1,196,0,S,induced by either,1,1
CBS,PE,6/15/2022,Atlantic,0.9976,0.9797,1,192,0,S,induced by either,1,1
CBS,PE,7/16/2022,Atlantic,0.9944,0.9745,1,304,0,S,induced by either,1,1
CBS,PE,8/15/2022,Atlantic,1,0.9876,1,271,0,S,induced by either,1,1
CBS,PE,9/15/2022,Atlantic,0.9963,0.9773,1,121,0,S,induced by either,1,1
CBS,PE,10/15/2022,Atlantic,0.9983,0.9806,1,326,0,S,induced by either,1,1
CBS,PE,11/15/2022,Atlantic,0.9953,0.9757,1,1221,0,S,induced by either,1,1
